source,gn,es,dialect_anotator_1,dialect_anotator_2,dialect_anotator_3,dialect_unified,correctness_annotator_1,correctness_annotator_2,correctness_annotator_3,correctness_unified
spl,"Kuña Paraguái Ára oñemomorã 24 jasykõime jepi, ojegueromandu’ávo Primera Asamblea Americana de Mujeres oikova’ekue Paraguaýpe 24 jasykõime 1867 arýpe; upépe peteĩ kuña aty oikuave’ẽva’ekue ijeguakakuéra oykekóvo péicha tetãme oĩva ñorãirõ guasúpe.","El Día de la Mujer Paraguaya se celebra cada 24 de febrero en recordación a la Primera Asamblea Americana de Mujeres, realizada en Asunción el 24 de febrero de 1867, ocasión en la que un grupo de mujeres ofrendaron sus joyas a la causa nacional de la Guerra de la Triple Alianza.",guarani,guarani,guarani,guarani,A,A,A,A
libro_gn,Ñehesaꞌỹijo,Análisis,guarani,guarani,guarani,guarani,A,A,A,A
blogs,"– Nahániri, –ombohovái chupe Kirikiri– Ndaha'éitepa aipórõ nde pa'i.","– No, –dice Gavilán– ¿pero no eres sacerdote, acaso?.",guarani,guarani,guarani,guarani,A,D,A,A
seminario,"Marín (2008) niko omyesakã ñe’ẽ ñembokatupyry rehe, ohechakuévo ipype opaichagua katupyry ojeguerekova’erãva, umíva hína : ñe’ẽtekuaaty katupyry, ikatuhápe ojekuatia hekopete ; ñe’ẽsyryrýpe, ojeporavokuaahápe mba’eichagua haipyrépe ojeporuva’erã ha máva renondépepa avei; moñe’ẽrã katupyry, ojekuatiahápe opa mba’e hesakã ha oñeikũmbykuaátava, upe ojeporavova’ekue ryepýpe) ; pragmática katupyry, ojehupytyva’erãhápe ojeipotáva ha katupyry enciclopédica, opaichagua katupyry jekuaa .","Marín (2008) se refiere a la competencia comunicativa como un conjunto de competencias que se debe poseer para alcanzar esta, tales como la competencia lingüística (capacidad de formular enunciados sintáctica y léxicamente adecuados), la competencia discursiva (capacidad de elegir el tipo de texto adecuado a la situación en que se está comunicando), la competencia textual (capacidad de construir un texto bien organizado dentro del tipo elegido), la competencia pragmática (capacidad de lograr la intención) y la competencia enciclopédica (conocimiento de diferentes saberes) .",guarani,guarani,guarani,guarani,B,D,A,D
libro_gn,"Upéicha rupi umi ñeꞌẽtéva oñembohasáta péicha: Eike, ejopy, ehai, eroike, emoherakuã, embotove  .","Así, los verbos citados arriba se traducirán: Eike, ejopy, ehai, eroike, emoherakuã, embotove  .",guarani,guarani,guarani,guarani,A,A,A,A
anlp,Aguapy upepe mokôi aravo aja.,Me senté allí durante dos horas.,guarani,guarani,guarani,guarani,A,A,A,A
seminario,andu’aporeko,experimental,,guarani,guarani,guarani,,A,A,A
spl,Ko árape ñamomorã yvy’ape ári yvypóra derécho guasu.,Hoy es el Día Internacional de los Derechos Humanos.,jehe'a,jehe'a,jehe'a,jehe'a,A,A,A,A
blogs,"Upéinte, peteĩ ko'ẽme, ahy'o sorópe osapukái sapy'a jaguarete ha he'i:","De pronto, un día, el jaguar gritó a garganta llena:",guarani,guarani,guarani,guarani,A,C,A,A
seminario,marã,impureza,,guarani,guarani,guarani,,A,A,A
blogs,"Upe ára guive, ka'i kuéra rupi, maymáva ka'aguygua oja joa hoy'u jey upe yvu resatĩ porãme.","Desde ese día, gracias a los monos, los habitantes del bosque se acercaban a beber de nuevo al manantial cristalino.",guarani,guarani,guarani,guarani,A,A,A,A
blogs,"Jekupyty niko mbarete ha pu’aka,","La solidaridad es fuerza y poder,",guarani,guarani,guarani,guarani,A,D,A,A
abc,Diferencia umi tendota gobernador de Central ko'ágã 11% según ohóva corte de boca de urna (15:03) ojapóva First Análisis ha Estudios ABC Color.,La diferencia entre los candidatos para gobernador de Central es ahora de solo 11% según el último corte de boca de urna (15:03) realizado por First Análisis y Estudios para ABC Color.,jopara,jopara,jopara,jopara,A,A,A,A
blogs,Che haitéma añembohorymíta nde rehe ko'áĝa –iñe'ẽ pochy kuñakarai.,Es momento de burlarme yo de ti ahora –le dijo enojada la señora.,guarani,guarani,guarani,guarani,A,A,A,A
spl,"Cuentos de Paraguay”, osẽva mokõive Paraguay ñe'ẽ teépe, Pedro Juan Perez Argũello mba'éva.","Cuentos de Paraguay”, en su edición bilingũe (guaraní-castellano), del escritor Pedro Juan Perez Argũello.",guarani,guarani,guarani,guarani,A,B,A,A
blogs,– Aikuaa voíngo chejukataha.,– Sé que me matarás.,guarani,guarani,guarani,guarani,A,D,A,A
blogs,"Itúva herava'ekue Juan Bautista Filártiga, táva Mbujapeygua; ha isýkatu héra Lidia Ferreira.","Su padre fue Juan Bautista Filártiga, de Mbujapey; y su madre fue la señora Lidia Ferreira.",guarani,guarani,guarani,guarani,A,B,A,A
hackaton,Peime tesaparápe,están en peligro.,guarani,guarani,guarani,guarani,A,A,A,A
blogs,Mba'erendy osêva che pógui katu umi tovasa ha pokatu ame'êva umi cherenóiva ha ojeroviáva cherehe”.,Los rayos de mis manos son las bendiciones y milagros para quienes me invocan”.,guarani,guarani,guarani,guarani,A,A,A,A
libro_gn,Mboꞌehára,Profesor,guarani,guarani,guarani,guarani,A,A,A,A
anlp,Itúva niko presokue araka'eve oho'ÿva tupâópe.,Su padre era un convicto que nunca fue a la iglesia.,jehe'a,guarani,guarani,guarani,A,A,A,A
libro_gn,"Guarani ñeꞌẽ niko oñemosusũ katui, ha upépe ojoavy karaiñeꞌẽgui, kóvape ojeporuete rehe tero  .","La lengua guaraní es eminente verbal, a diferencia del castellano, lengua en que abundan los nombres o sustantivos  .",guarani,guarani,guarani,guarani,A,A,A,A
abc,Oike miembro universidad pública; peteî representante Asociaciones  Cooperadoras Escolares ha peteî representante gremio docente oiporavóva iñirûnguéra.,Incluyen un miembro de las universidades públicas; un representante de las Asociaciones de las Cooperadoras Escolares y un representante de los gremios docentes nominado por sus pares.,jopara,jopara,jopara,jopara,A,A,A,A
abc,"Ko'ágã, peteî barcaza oguahëva'erã puerto de Asunción oime kuhe guvie retenida, ndiktúi ojehasa.","Por ahora, solo una barcaza que debe llegar al puerto de Asunción continúa desde ayer retenida, imposibilitada de seguir su viaje debido al cierre del río.",jopara,jopara,jehe'a,jopara,B,B,B,B
spl,"Ko léi oñemoneĩramóva he’i avei opa umi Estado remimoĩmby, térã tetãmegua’ỹ omba’apóva hérape ha oñangarekóva ñande rapicháre, avei umi aty oikóva tetã guive oguerekova’erã katuete ombohasáva iñe’ẽngúva ñe’ẽme opa umi oje’éva, oñeñangarekóvo péicha mayma ñande rapicha nohenduporãiva derécho rehe oñemomarandúvo Estado-gui.","La ley promulgada también obliga a los Organismos y Entidades del Estado (OEE) y las instituciones privadas que brinden servicios públicos o de atención al público, así como los actos oficiales dirigidos al público deberán contar con intérpretes de lengua de señas a fin de garantizar el derecho de acceso a la información de las personas con discapacidad auditiva.",guarani,jehe'a,jehe'a,jehe'a,A,C,A,A
libro_gn,Ojeroikepyre,Ingresado,guarani,guarani,guarani,guarani,A,A,A,A
abc,"“Aguerokyhyje ha’évo mávapa, pero cheverõ guarã oî peteî mba’e ha'éva simple actuación técnica ichuguikuéra (Dirección Nacional de Contrataciones Públicas)”, omoañete Bestard ko’ã situación licitación urnas electrónicas, omoîva en riesgo omboguatávo desbloqueo lista ko’ã elecciones municipales oúvape.","“No me atrevo a acusarle a nadie en particular, pero me parece que hay algo más que una simple actuación técnica de ellos (Dirección Nacional de Contrataciones Públicas)”, remarcó Bestard sobre la suspensión de la licitación de urnas electrónicas, lo cual pone en riesgo la implementación del desbloqueo de listas en las próximas elecciones municipales.",jopara,jopara,jopara,jopara,A,A,A,A
anlp,Arohorými che jarýi mombe'upy.,Siempre disfrutaba escuchando las historias de mi abuela.,guarani,guarani,guarani,guarani,B,B,A,B
abc,"Ndorekói ningo upérõ oñangareko haguã pista ha ni peteî aviô, jepénte upérõ oî exintendente preso narcotráfico -Hernán Schlender (ANR)-, Jesús Tavarangue ha’e municipio tetãme orekóva aeropuerto propio.","Sin capacidad para controlar la pista, sin contar con un solo avión y teniendo a un exintendente preso por narcotráfico -Hernán Schlender (ANR)-, el de Jesús de Tavarangue es el único municipio del país y la región con un aeropuerto propio.",jopara,jopara,jopara,jopara,A,A,B,A
libro_gn,"Oikotevẽ jave peteĩ ñeꞌẽpehẽ térã mbojokupytyha, ojejapóta péicha: tuichaháicha oñeñeꞌẽtaramo, umi ñeꞌẽpehẽ mboyvegua térã riregua oñembojaꞌóta peteĩ taiky rupive: tembiecharã: Google-pe (en Google), i-software (su software)  .","Cuando requieran de algunos morfemas o relacionantes, se procederá de la siguiente manera: en reglas generales, se separarán con un guion las partículas tanto prefijas como sufijas: ejemplo: Google-pe (en Google), i-software (su software)  .",guarani,jehe'a,guarani,guarani,A,A,A,A
spl,Ko amandaje guasu oñekuave'ẽ reieténte.,El evento académico es gratuito.,guarani,guarani,guarani,guarani,A,A,B,A
blogs,"Mburuvicha Pedro Pablo Caballero, ñane retâyguáva ha oîva okarusu ruvichárô, oguerekóva ipoguýpe 1.600 kuimba'e, kuña ha mitâ; osêkuri ombohovái “ápe roîva roime roñorairô haĝua, romano haĝua, tekotevérô, áĝakatu araka'eve noroñeme'êmo'âi”.","El coronel Pedro Pablo Caballero, jefe de plaza paraguayo, que contaba apenas con 1.600 hombres, mujeres y niños; le respondió “estamos aquí para pelear, para morir, si es necesario, pero nunca para rendirnos”.",guarani,guarani,guarani,guarani,A,A,A,A
abc,"Senador Luis Castiglioni, afiliado movimiento disidente, he'íva oplanea reunión bancada ohechávo “exclusivamente” tema Cartes renuncia.","Al respecto, el senador Luis Castiglioni, afiliado a ese movimiento disidente, dijo que se planea una reunión de la bancada para tratar “exclusivamente” el tema de la renuncia de Cartes.",jopara,jopara,jopara,jopara,A,B,A,A
libro_gn,"Hikuái oĩta avei oñomongetahápe ñeꞌẽpykuaahára ha ñeꞌẽasahára, koꞌýte oĩhápe umi omoheñoivaꞌekue ñeꞌẽryru térã ñeꞌẽndy karaiñeꞌẽ-guarani ha guarani-karaiñeꞌẽ, avei Guarani Ñeꞌẽ Rerekuapavẽ, tapichaꞌaty omoñeꞌẽasavaꞌekue ñanduti térã informática pojoapy, tahaꞌe Facebook, Aguaratata, Vikipetã ha ambueve ndive  .","Los mismos participarán en charlas y conversaciones con lingüistas y traductores, especialmente aquellos que han trabajado en la elaboración de diccionarios o glosarios castellano-guaraní, guaraní-castellano, con miembros de la Academia de la Lengua Guaraní, con equipos que han traducido herramientas de internet o informática como Facebook, Mozilla, Wikipedia y otros  .",guarani,guarani,guarani,guarani,A,A,A,A
spl,"Ko'ã mokõi tetã remimoĩmby mburuvichakuéra ambue, omoirũ avei ko aty oikova'ekue ko ararundy pyharevépe PÑS rógape.",Otras autoridades de ambas carteras de Estado acompañaron el acto de entrega concretado este miércoles en la sede de la SPL.,guarani,guarani,guarani,guarani,A,A,B,A
anlp,"Okakuaávo ohóvo, ndohechakuaái ojavyha, katu omoambue heko.","Pero a medida que fue creciendo, nunca reconoció que estaba equivocada, pero sí cambió su comportamiento.",guarani,guarani,guarani,guarani,A,A,B,A
abc,Ko arateîme omboty un año oñeasesina hague ko’ã guardiaparque Reserva Tapytá Rumildo Toledo ha Artemio Villalba.,Este domingo se cumple un año del asesinato de los guardiaparques de la Reserva Tapytã Rumildo Toledo y Artemio Villalba.,jopara,jehe'a,jopara,jopara,A,A,A,A
abc,‘Ha'ekuéra okyhyje pueblo-gui’,‘Ellos tienen miedo al pueblo’,jehe'a,jehe'a,jopara,jehe'a,A,A,A,A
spl,"Avei, tove toñembohape ojehupytypaitévo opa umi mba’e oñeikotevẽtaneva ojeguerojera ha oguatávo IIALI; ha tove peteĩteĩva umi tetã tomba’apo, tapicha aty omba’apóva avei ko jehupytyrã reve, añetehápe omoañetétava IIALI reñói oñema’ẽvo XXVII Cumbre Iberoamericana de Jefes de Estado y de Gobierno rehe.","También, delimitar estrategias para contar con los aportes necesarios para la constitución y funcionamiento del IIALI; y establecer las acciones necesarias en cada gobierno, y al interior de las organizaciones que apoyan este proceso, que permitan conseguir la constitución del IIALI con miras a la XXVII Cumbre Iberoamericana de Jefes de Estado y de Gobierno.",guarani,guarani,jehe'a,guarani,A,B,A,A
seminario,"Ko amandaje niko ojejapókuri 19, 20 ha 21 jasypokõi 2018 ramo, San Lorenzo táva Ñoha’ãngakotýpe .","El seminario se realizó los días 19, 20 y 21 de julio de 2018, en el Teatro Municipal de la ciudad de San Lorenzo .",guarani,guarani,guarani,guarani,A,A,A,A
seminario,tekoha ñemopotĩ,saneamiento ambiental,guarani,guarani,guarani,guarani,A,A,A,A
libro_td,ehecha opavave atypegua,Ver todos los miembros,guarani,guarani,guarani,guarani,A,A,A,A
abc,"Tetã mburuvicha guasu, Mario Abdo Benítez, oguahë ka'aru 17:00 aravo jave, vía aérea, aeropuerto Luís María Argaña-pe,oïva korapy  militar  tavaguasu Mariscal Estigarribia-pe, ko'ápe jefe militar Tercer Cuerpo de Ejercito ha 6ª División de Infantería.","El presidente de la República, Mario Abdo Benítez, llegó esta tarde a las 17:00, vía aérea, al aeropuerto Luís María Argaña, ubicado en el predio militar de la ciudad de Mariscal Estigarribia, donde fue recibido por los jefes militares del Tercer Cuerpo de Ejercito y la 6ª División de Infantería.",jopara,jopara,jopara,jopara,A,B,A,A
abc,"Óga oimehápe  he'i ha'eha peteî inmobiliaria hérava Príncipe Di Savoia SA, oîva investigada presunta evasión de impuesto rehe.","La dirección de su vivienda figuraba como la sede de una inmobiliaria llamada Príncipe Di Savoia SA, investigada por presunta evasión de impuestos.",jopara,jopara,jopara,jopara,A,A,A,A
abc,"Ko’ã dato oñemoherakuã Administración Nacional de la Aeronáutica ha Espacio de los Estados Unidos (NASA sigla inglés), péva plataforma de Información rupive omombiávo tata rendy péva Sistema de Gestión Recursos (FIRMS).","Los datos fueron difundidos por la Administración Nacional de la Aeronáutica y del Espacio de los Estados Unidos (NASA por sus siglas en inglés), a través de su plataforma de Información sobre Incendios para el Sistema de Gestión de Recursos (FIRMS).",jopara,jopara,jopara,jopara,A,A,A,A
abc,Oguahë 40.000 refugiado.,Recibimos a más de 40.000 refugiados.,jehe'a,jopara,jopara,jopara,A,B,A,A
seminario,polítika,política,other,jehe'a,jopara,other,A,A,A,A
abc,"“Directo koty’ípe ja ohechaukáta omba’apo py’aguapýpe”, he’i abogado legislador Carlos Villamayor, omoirûvo cliente oikévo Agrupación Especializada Policía-pe, oimeháme reclusión.","“Fue directo a su celda y ahora vamos a trabajar tranquilos”, indicó el abogado del legislador Carlos Villamayor, tras acompañar a su cliente a su ingreso a la Agrupación Especializada de la Policía, donde guardará reclusión.",jopara,jehe'a,jopara,jopara,A,A,A,A
libro_td,ikatu eñepyrũ mbojoaju ta'ãngamýi jára ndive,Puedes crear un enlace a el siguiente proveedor de video,guarani,guarani,guarani,guarani,A,B,B,B
spl,"Ko aty omoakã Paraguái Ñe'ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, hembiapo irũnguéra, ha umi ambue temimoĩmby rerapegua avei.","La reunión fue presidida por la titular de la SPL, Ladislaa Alcaraz de Silvero, y participaron representantes de los demás entes citados, además de los técnicos de la SPL.",guarani,guarani,guarani,guarani,A,B,A,A
anlp,Mba'evete chéve upe hembiapo reko.,No me importa cuál es tu método.,guarani,guarani,guarani,guarani,A,D,A,A
abc,“Ñande peteî tetã abierto ha oguahë migrante-kuéra.,“Somos un país abierto y recibimos a los migrantes.,jehe'a,jehe'a,jopara,jehe'a,A,A,B,A
libro_td,arange jerekorã  ára/jasy/ary,Formato de fecha dd/mm/yyyy,guarani,guarani,guarani,guarani,A,A,A,A
spl,"Ladislaa omomba’eguasu kuña guaraníme, ha’ekuerarupi ohasáre guarani ñe’ẽ iñemoñarekuérape, ha péva rupi oikove ko ñe’ẽ.","Ladislaa destacó el rol de la mujer indígena en la transmisión de la lengua y la cultura guaraní, hecho que propició que perduren en el tiempo.",guarani,guarani,guarani,guarani,B,A,A,A
seminario,Ko mba’e ohechauka mba’eichaite pevépa ojeapo’i ha oñemboyke guarani ñe’ẽ ha tapichakuéra oñe’ẽva pype .,Este hecho es un signo fehaciente de cuán profunda es la discriminación de la lengua guaraní y de sus hablantes .,guarani,guarani,guarani,guarani,A,A,A,A
anlp,Hetave umi ojavýva ojapikuévo mbokápe niko oiporúgui peteî ipónte.,La mitad de todas las fallas de tiro de pistola son el resultado del uso con una sola mano.,guarani,guarani,guarani,guarani,A,A,A,A
libro_gn,Ojeikeha ñandutípe,Punto de acceso a Internet,guarani,guarani,guarani,guarani,A,A,A,A
blogs,Ha’e opukavy ha oho hapykuerikuéra.,Él sonrió y los siguió dócilmente.,guarani,guarani,guarani,guarani,B,B,A,B
seminario,pehẽngue,capítulo,guarani,guarani,guarani,guarani,A,D,B,D
libro_gn,Terehove hese,Continuar,guarani,guarani,guarani,guarani,A,A,B,A
anlp,Ha'e imitâitereive chugui.,Él era mucho más joven que ella.,guarani,guarani,guarani,guarani,A,A,B,A
abc,"Oñepyrüta 09:00 aravo guive asaje peve ikatúta oike ha oreko ijopói tereré árape, oguerahava’erã itérmo, y, ka’yguá ha bombilla, péva paya San Josépe ha oiméta hikuái estacionamiento-pe.","Los 50 stands estarán distribuidos en el sector de estacionamiento de la playa, y solamente falta que el público se acerque con sus propios termos de agua, mate y bombilla.",guarani,jehe'a,jopara,other,A,D,C,D
abc,"Jehupytyrãme odefini mba’apo rape ary pyahu oúvape, oñembyaty pyhreve umi representante mbohapyha Poder del Estado-gua ndive.","Con el objetivo de definir la ruta de trabajo para el año que viene, se reúnen esta mañana representantes de los Poderes del Estado.",jopara,jopara,jopara,jopara,A,A,A,A
spl,"Umi hembiaporã tee apytépe oĩ: guarani ñe’ẽ achegety, ñe’ẽteekuaa ha ñe’ẽryru apo; umi ñe’ẽ puruhára omoheñóiva ñe’ẽ pyahu ñemono’õ ha ijegueroike ko ñe’ẽme; ñe’ẽ yma jeipuru jey ha iñemokyre’ỹ ojepuru jey hag̃ua; ha ambueve mba’e.","Entre las principales funciones tiene: establecer el alfabeto, la gramática y el diccionario guaraní; recopilar las palabras nuevas creadas naturalmente por los hablantes de la lengua guaraní y aprobar su incorporación formal al corpus lexical de la lengua; recuperar el léxico antiguo y propiciar su uso funcional; entre otras.",guarani,guarani,guarani,guarani,A,B,A,A
anlp,"Fresno niko kóva, ha'e ndéve.",Te digo que esto es Fresno.,guarani,guarani,guarani,guarani,A,A,A,A
libro_gn,"Koꞌág̃a rupi, heta oĩ ñeꞌẽ ymavémi ojeporusyryrýva  .",En el habla cotidiana poco se utilizan actualmente algunas palabras que en décadas atrás se empleaban con toda normalidad  .,guarani,guarani,guarani,guarani,B,B,B,B
seminario,"Ko ñemboja’o oñembovore mbohapyháicha: tekove’ypy, tekovembyte ha tekovepyahu .","Este estadio también se subdivide en tres: estadio inferior, medio y superior .",guarani,guarani,guarani,guarani,A,D,B,D
libro_gn,Derecho ñeꞌẽ rehegua,Derechos lingüísticos,jehe'a,jehe'a,jopara,jehe'a,A,A,A,A
libro_gn,Emokañy ñesãmbyhyha,Ocultar controles,guarani,guarani,guarani,guarani,A,D,A,A
seminario,"Upéi he’i chéve pu’ãma – mba’éichapa neko’ẽ, he’iséma oñepu’ãma hague, ahesa’ỹijo ñepyrũ, cherecháramo apu’ãmahague, añembo’ymaha, he’ise hína ko’ẽmahague chéve g̃uarã .","Después me dijo pu’ãma (‘buen día’), sabemos que quiere decir ‘ya levantado’; empecé a entender que si él me veía «ya levantado, de pie», estaba definiendo que para mí era un buen día .",guarani,guarani,guarani,guarani,A,D,A,A
spl,"Ohesa’ỹijóta hembikuaa 18 ñande rapicha arandu taha’e mbo’ehaovusu ha temimoĩmby pegua 7 tetã megua: 6 Paraguái guive, 5 Brasil guive, 2 Argentina guive, 2 Bolivia guive, 1 Uruguay guive, 1 Colombia guive ha 1 Francia guive.","Presentarán ponencias 18 expertos de universidades y otras instituciones de siete países: 6 de Paraguay, 5 de Brasil, 2 de Argentina, 2 de Bolivia, 1 de Uruguay, 1 de Colombia y 1 de Francia.",guarani,guarani,guarani,guarani,A,A,A,A
blogs,"Che uvei niko akaru rupi che rapicha re'onguére araha ko ao hũ, ahechauka haĝua añe'angajevyha.","Al menos yo porque me alimento de cadáveres llevo ropa negra, para demostrar mi arrepentimiento.",guarani,guarani,guarani,guarani,A,A,A,A
libro_td,kóva ndaha'éi  nde jerure,Esta no es su solicitud,guarani,guarani,guarani,guarani,A,A,A,A
seminario,Opa potávo tembiaporyrã ojejapóta péicha: Ojekuaaukáta ko’ã pojoaju ha tembiporu ñe’ẽ rehegua maymave tapicha ñe’ẽasahárape ha guarani remimbo’épe)    .,La fase final del proyecto consistirá en: Lanzamiento como herramienta para la comunidad de traductores (y tal vez estudiantes del guaraní)  .,guarani,guarani,guarani,guarani,A,A,B,A
spl,"Ko aranduka rupive oñemoherakuãse mitã pyahukuéra rembiapo porã ha jetypekakue, taha’e ava’aty ipyahúva rehegua ha toñembohovake ava’aty apañuái opa hendáicha ñane retãpýpe..","El citado material científico tiene como objetivo dar visibilidad a los jóvenes investigadores, difundir e investigar sobre temas referentes a la población joven y proveer soluciones a problemas sociales, científicos y técnicos del país..",guarani,guarani,guarani,guarani,A,D,A,A
blogs,Upévo oja avei ijypýpe ka'i ipiãivéva ha osapukái:,En eso se acerca también un mono huidizo y gritó:,guarani,guarani,guarani,guarani,A,A,A,A
blogs,Oma'ẽ ma'ẽ upérupi ha ohecháma katu ka'i kuéra oguejy hague hoy'u ijykuápe ra'e.,Miraba por allí y ya vió a los monos que habían bajado a beber a su manantial.,guarani,guarani,guarani,guarani,A,A,A,A
spl,Ko amandaje guasúpe ojehesa'ỹijo ojoja mbohapy kotýpe ha umívape oñeñe'ẽ ko región rembiaporã rape oñemomorãvo áĝa 2019 pukukue ypykuéra ñe'ẽ ary yvy'ape tuichakue; mba'éichapa ojejapokuaa ojeguerojera haĝua Red/Plataforma ko región-pe; ha avei mba'éichapa ojejapokuaa Atlas Regional de Lenguas.,Otra temática de trabajo durante el Seminario fue el desarrollo de temas en salas simultáneas donde se desarrollaron el plan de trabajo regional para el 2019 Año Internacional de las Lenguas Indígenas; las recomendaciones para el establecimiento de la Red/Plataforma de la región; y las recomendaciones para el desarrollo del Atlas Regional de Lenguas.,jehe'a,jehe'a,jopara,jehe'a,A,C,A,A
blogs,"Ou hi'aguĩ porã rupi chugui kuéra, mbói opo peteĩ retymáre, ha ¡kas! oisu'u chupe.","Cuando venían bien cerca de ellas, la víbora saltó por la pierna de uno de ellos, y ¡zas! le mordió.",guarani,guarani,guarani,guarani,A,A,A,A
anlp,Che taichachu iñaña ha oporombykéva máva ndahaèiva heseguápe.,Mi abuelo era realmente racista y malvado.,guarani,guarani,guarani,guarani,A,A,A,A
abc,"Oñomongetávo ABC Cardinal ndive pe lunes, ministra de Industria Liz Cramer oñe’ê compromiso ofirma arapokõindy ohasáva Brasil ndive omohu’ãvo acuerdo automotriz ogarantisávo exportaciones autoparte ko’ã tetã ndive, acceso preferencial mercado orekóva umi bienes ofabrikáva Paraguái péva régimen de maquila ha acceso preferencial oimehápe umi vehículo orekóva motorizaciones alternativas, ha umi vehículo alta gama, avei umi usado.","En conversación con ABC Cardinal este lunes, la ministra de Industria Liz Cramer habló del compromiso firmado la semana pasada con Brasil para concluir el acuerdo automotriz para garantizar las exportaciones de autopartes entre ambos países, el acceso preferencial al mercado para bienes fabricados en Paraguay bajo el régimen de maquila y el acceso preferencial para vehículos con motorizaciones alternativas, y para vehículos de alta gama, además de usados.",guarani,jopara,jopara,jopara,A,A,A,A
